option_id,perf_g
488,0.460000
489,0.460000
490,0.460000
491,0.460000
492,0.460000
493,0.460000
494,0.460000
495,0.460000
496,0.460000
497,0.460000
498,0.460000
499,0.460000
500,0.460000
501,0.460000
502,0.460000
503,0.460000
504,0.460000
505,0.460000
506,0.460000
507,0.460000
508,0.460000
509,0.460000
510,0.460000
511,0.460000
512,0.460000
513,0.460000
514,0.460000
515,0.460000
516,0.460000
517,0.460000
518,0.460000
519,0.460000
520,0.460000
521,0.460000
522,0.460000
523,0.460000
524,0.460000
525,0.460000
526,0.460000
527,0.460000
528,0.460000
529,0.460000
530,0.460000
531,0.460000
532,0.460000
533,0.460000
534,0.460000
535,0.460000
536,0.460000
537,0.460000
538,0.460000
539,0.460000
540,0.460000
541,0.460000
542,0.460000
543,0.460000
544,0.460000
545,0.460000
546,0.460000
547,0.460000
548,0.460000
549,0.460000
550,0.460000
551,0.460000
552,0.460000
553,0.460000
554,0.460000
555,0.460000
556,0.460000
557,0.460000
558,0.460000
559,0.460000
560,0.460000
561,0.460000
562,0.460000
563,0.460000
564,0.460000
565,0.460000
566,0.460000
567,0.460000
568,0.460000
569,0.460000
570,0.460000
571,0.460000
572,0.460000
573,0.460000
574,0.460000
575,0.460000
576,0.460000
577,0.460000
578,0.460000
579,0.460000
580,0.460000
581,0.460000
582,0.460000
583,0.460000
584,0.460000
585,0.460000
586,0.460000
587,0.460000
588,0.460000
589,0.460000
590,0.460000
591,0.460000
592,0.460000
593,0.460000
594,0.460000
595,0.460000
596,0.460000
597,0.460000
598,0.460000
599,0.460000
600,0.460000
601,0.460000
602,0.460000
603,0.460000
604,0.460000
605,0.460000
606,0.460000
607,0.460000
608,0.460000
609,0.460000
610,0.460000
611,0.460000
612,0.460000
613,0.460000
614,0.460000
615,0.460000
616,0.460000
617,0.460000
618,0.460000
619,0.460000
620,0.460000
621,0.460000
622,0.460000
623,0.460000
624,0.460000
625,0.460000
626,0.460000
627,0.460000
628,0.460000
629,0.460000
630,0.460000
631,0.460000
632,0.460000
633,0.460000
634,0.460000
635,0.460000
636,0.460000
637,0.460000
638,0.460000
639,0.460000
640,0.460000
641,0.460000
642,0.460000
643,0.460000
644,0.460000
645,0.460000
646,0.460000
647,0.460000
648,0.460000
649,0.460000
650,0.460000
651,0.460000
652,0.460000
653,0.460000
654,0.460000
655,0.460000
656,0.460000
657,0.460000
658,0.460000
659,0.460000
660,0.460000
661,0.460000
662,0.460000
663,0.460000
664,0.460000
665,0.460000
666,0.460000
667,0.460000
668,0.460000
669,0.460000
670,0.460000
671,0.460000
672,0.460000
673,0.460000
674,0.460000
675,0.460000
676,0.460000
677,0.460000
678,0.460000
679,0.460000
680,0.460000
681,0.460000
682,0.460000
683,0.460000
684,0.460000
685,0.460000
686,0.460000
687,0.460000
688,0.460000
689,0.460000
690,0.460000
691,0.460000
692,0.460000
693,0.460000
694,0.460000
695,0.460000
696,0.460000
697,0.460000
698,0.460000
699,0.460000
700,0.460000
701,0.460000
702,0.460000
703,0.460000
704,0.460000
705,0.460000
706,0.460000
707,0.460000
708,0.460000
709,0.460000
710,0.460000
711,0.460000
712,0.460000
713,0.460000
714,0.460000
715,0.460000
716,0.460000
717,0.460000
718,0.460000
719,0.460000
720,0.460000
721,0.460000
722,0.460000
723,0.460000
724,0.460000
725,0.460000
726,0.460000
727,0.460000
728,0.460000
729,0.460000
730,0.460000
731,0.460000
732,0.460000
733,0.460000
734,0.460000
735,0.460000
736,0.460000
737,0.460000
738,0.460000
739,0.460000
740,0.460000
741,0.460000
742,0.460000
743,0.460000
744,0.460000
745,0.460000
746,0.460000
747,0.460000
748,0.460000
749,0.460000
750,0.460000
751,0.460000
752,0.460000
753,0.460000
754,0.460000
755,0.460000
756,0.460000
757,0.460000
758,0.460000
759,0.460000
760,0.460000
761,0.460000
762,0.460000
763,0.460000
764,0.460000
765,0.460000
766,0.460000
767,0.460000
768,0.460000
769,0.460000
770,0.460000
771,0.460000
772,0.460000
773,0.460000
774,0.460000
775,0.460000
776,0.460000
777,0.460000
778,0.460000
779,0.460000
780,0.460000
781,0.460000
782,0.460000
783,0.460000
784,0.460000
785,0.460000
786,0.460000
787,0.460000
788,0.460000
789,0.460000
790,0.460000
791,0.460000
792,0.460000
793,0.460000
794,0.460000
795,0.460000
796,0.460000
797,0.460000
798,0.460000
799,0.460000
800,0.460000
801,0.460000
802,0.460000
803,0.460000
804,0.460000
805,0.460000
806,0.460000
807,0.460000
808,0.460000
809,0.460000
810,0.460000
811,0.460000
812,0.460000
813,0.460000
814,0.460000
815,0.460000
816,0.460000
817,0.460000
818,0.460000
819,0.460000
820,0.460000
821,0.460000
822,0.460000
823,0.460000
824,0.460000
825,0.620000
826,0.620000
827,0.620000
828,0.620000
829,0.620000
830,0.620000
831,0.620000
832,0.620000
833,0.620000
834,0.620000
835,0.620000
836,0.620000
837,0.620000
838,0.620000
839,0.620000
840,0.620000
841,0.620000
842,0.620000
843,0.620000
844,0.620000
845,0.620000
846,0.620000
847,0.620000
848,0.620000
849,0.620000
850,0.620000
851,0.620000
852,0.620000
853,0.620000
854,0.620000
855,0.620000
856,0.620000
857,0.620000
858,0.620000
859,0.620000
860,0.620000
861,0.620000
862,0.620000
863,0.620000
864,0.620000
865,0.620000
866,0.620000
867,0.620000
868,0.620000
869,0.620000
870,0.620000
871,0.620000
872,0.620000
873,0.620000
874,0.620000
875,0.620000
876,0.620000
877,0.620000
878,0.620000
879,0.620000
880,0.620000
881,0.620000
882,0.620000
883,0.620000
884,0.620000
885,0.620000
886,0.620000
887,0.620000
888,0.620000
889,0.620000
890,0.620000
891,0.620000
892,0.620000
893,0.620000
894,0.620000
895,0.620000
896,0.620000
897,0.620000
898,0.620000
899,0.620000
900,0.620000
901,0.620000
902,0.620000
903,0.620000
904,0.620000
905,0.620000
906,0.620000
907,0.620000
908,0.620000
909,0.620000
910,0.620000
911,0.620000
912,0.620000
913,0.620000
914,0.620000
915,0.620000
916,0.620000
917,0.620000
918,0.620000
919,0.620000
920,0.620000
921,0.620000
922,0.620000
923,0.620000
924,0.620000
925,0.620000
926,0.620000
927,0.620000
928,0.620000
929,0.620000
930,0.770000
931,0.770000
932,0.770000
933,0.770000
934,0.770000
935,0.770000
936,0.770000
937,0.770000
938,0.770000
939,0.770000
940,0.770000
941,0.770000
942,0.770000
943,0.770000
944,0.770000
945,0.770000
946,0.770000
947,0.770000
948,0.770000
949,0.770000
950,0.770000
951,0.770000
952,0.770000
953,0.770000
954,0.770000
955,0.770000
956,0.770000
957,0.770000
958,0.770000
959,0.770000
960,0.770000
961,0.770000
962,0.770000
963,0.770000
964,0.770000
965,0.770000
966,0.770000
967,0.770000
968,0.770000
969,0.770000
970,0.770000
971,0.770000
972,0.770000
973,0.770000
974,0.770000
975,0.770000
976,0.770000
977,0.770000
978,0.770000
979,0.770000
980,0.770000
981,0.770000
982,0.770000
983,0.770000
984,0.770000
985,0.770000
986,0.770000
987,0.770000
988,0.770000
989,0.770000
990,0.770000
991,0.770000
992,0.910000
993,0.910000
994,0.910000
995,0.910000
996,0.910000
997,0.910000
998,0.910000
999,0.910000
1000,0.910000
1001,0.910000
1002,0.910000
1003,0.910000
1004,0.910000
1005,0.910000
1006,0.910000
1007,0.910000
1008,0.910000
1009,0.910000
1010,0.910000
1011,0.910000
1012,0.910000
1013,0.910000
1014,0.910000
1015,0.910000
1016,0.910000
1017,0.910000
1018,0.910000
1019,0.910000
1020,0.910000
1021,0.910000
1022,0.910000
1023,0.910000
1024,0.910000
